Well,Linker 1,Part 1,Linker 2,Part 2,Linker 3,Part 3,Linker 4,Part 4,Linker 5,Part 5,Linker 6,Part 6,Linker 7,Part 7,Linker 8,Part 8,Linker 9,Part 9,Linker 10,Part 10
B5,LMS,BASIC_SV_36_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR2-RBS1,BASIC_mTagBFP2_ORF_v1.0,,,,,,,,,,,,,,
C5,LMS,BASIC_SV_36_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR2-RBS2,BASIC_mTagBFP2_ORF_v1.0,,,,,,,,,,,,,,
D5,LMS,BASIC_SV_36_CmR-p15A_v1.0,LMP,BASIC_L3S2P21_J23104_RiboJ,UTR2-RBS3,BASIC_mTagBFP2_ORF_v1.0,,,,,,,,,,,,,,
E5,,,,,,,,,,,,,,,,,,,,
F5,,,,,,,,,,,,,,,,,,,,
G5,,,,,,,,,,,,,,,,,,,,
H5,,,,,,,,,,,,,,,,,,,,
A6,,,,,,,,,,,,,,,,,,,,
B6,,,,,,,,,,,,,,,,,,,,
C6,,,,,,,,,,,,,,,,,,,,
D6,,,,,,,,,,,,,,,,,,,,
E6,,,,,,,,,,,,,,,,,,,,
F6,,,,,,,,,,,,,,,,,,,,
G6,,,,,,,,,,,,,,,,,,,,
H6,,,,,,,,,,,,,,,,,,,,
A7,,,,,,,,,,,,,,,,,,,,
B7,,,,,,,,,,,,,,,,,,,,
C7,,,,,,,,,,,,,,,,,,,,
D7,,,,,,,,,,,,,,,,,,,,
E7,,,,,,,,,,,,,,,,,,,,
F7,,,,,,,,,,,,,,,,,,,,
G7,,,,,,,,,,,,,,,,,,,,
H7,,,,,,,,,,,,,,,,,,,,
A8,,,,,,,,,,,,,,,,,,,,
B8,,,,,,,,,,,,,,,,,,,,
C8,,,,,,,,,,,,,,,,,,,,
D8,,,,,,,,,,,,,,,,,,,,
E8,,,,,,,,,,,,,,,,,,,,
F8,,,,,,,,,,,,,,,,,,,,
G8,,,,,,,,,,,,,,,,,,,,
H8,,,,,,,,,,,,,,,,,,,,
A9,,,,,,,,,,,,,,,,,,,,
B9,,,,,,,,,,,,,,,,,,,,
C9,,,,,,,,,,,,,,,,,,,,
D9,,,,,,,,,,,,,,,,,,,,
E9,,,,,,,,,,,,,,,,,,,,
F9,,,,,,,,,,,,,,,,,,,,
G9,,,,,,,,,,,,,,,,,,,,
H9,,,,,,,,,,,,,,,,,,,,
A10,,,,,,,,,,,,,,,,,,,,
B10,,,,,,,,,,,,,,,,,,,,
C10,,,,,,,,,,,,,,,,,,,,
D10,,,,,,,,,,,,,,,,,,,,
E10,,,,,,,,,,,,,,,,,,,,
F10,,,,,,,,,,,,,,,,,,,,
G10,,,,,,,,,,,,,,,,,,,,
H10,,,,,,,,,,,,,,,,,,,,
A11,,,,,,,,,,,,,,,,,,,,
B11,,,,,,,,,,,,,,,,,,,,
C11,,,,,,,,,,,,,,,,,,,,
D11,,,,,,,,,,,,,,,,,,,,
E11,,,,,,,,,,,,,,,,,,,,
F11,,,,,,,,,,,,,,,,,,,,
G11,,,,,,,,,,,,,,,,,,,,
H11,,,,,,,,,,,,,,,,,,,,
A12,,,,,,,,,,,,,,,,,,,,
B12,,,,,,,,,,,,,,,,,,,,
C12,,,,,,,,,,,,,,,,,,,,
D12,,,,,,,,,,,,,,,,,,,,
E12,,,,,,,,,,,,,,,,,,,,
F12,,,,,,,,,,,,,,,,,,,,
G12,,,,,,,,,,,,,,,,,,,,
H12,,,,,,,,,,,,,,,,,,,,
